input_text,target_text,conversation_id,windex,split,corpus
"face acts:
ER: Do you know about Save the Children? (0)",other,125,0,train,cmu
"face acts:
ER: Do you know about Save the Children? (0)
EE: I have not heard of this charity before! (1)",hpos-,125,1,train,cmu
"face acts:
ER: Do you know about Save the Children? (0)
EE: I have not heard of this charity before! (1)
EE: Have you? (2)",other,125,2,train,cmu
"face acts:
EE: I have not heard of this charity before! (1)
EE: Have you? (2)
ER: I have. (3)",other,125,3,train,cmu
"face acts:
EE: Have you? (2)
ER: I have. (3)
ER: I actually a monthly donor (4)",spos+,125,4,train,cmu
"face acts:
ER: I have. (3)
ER: I actually a monthly donor (4)
EE: That's great! (5)",hpos+,125,5,train,cmu
"face acts:
ER: I actually a monthly donor (4)
EE: That's great! (5)
EE: Would you mind explaining what the charity does? (6)",other,125,6,train,cmu
"face acts:
EE: That's great! (5)
EE: Would you mind explaining what the charity does? (6)
ER: The charity collects donation from people like you and me and help children in need (7)",spos+,125,7,train,cmu
"face acts:
EE: Would you mind explaining what the charity does? (6)
ER: The charity collects donation from people like you and me and help children in need (7)
EE: Sounds like quite the worthy cause. (8)",hpos+,125,8,train,cmu
"face acts:
ER: The charity collects donation from people like you and me and help children in need (7)
EE: Sounds like quite the worthy cause. (8)
EE: Are the children in need all across the world? (9)",hneg-,125,9,train,cmu
"face acts:
EE: Sounds like quite the worthy cause. (8)
EE: Are the children in need all across the world? (9)
EE: Or just the United States? (10)",hneg-,125,10,train,cmu
"face acts:
EE: Are the children in need all across the world? (9)
EE: Or just the United States? (10)
ER: all over the world. (11)",spos+,125,11,train,cmu
"face acts:
EE: Or just the United States? (10)
ER: all over the world. (11)
ER: I saw a children died from hunger and it tears my heart apart. (12)",spos+,125,12,train,cmu
"face acts:
ER: all over the world. (11)
ER: I saw a children died from hunger and it tears my heart apart. (12)
ER: I decide to be part of the solution since then (13)",spos+,125,13,train,cmu
"face acts:
ER: I saw a children died from hunger and it tears my heart apart. (12)
ER: I decide to be part of the solution since then (13)
EE: Wow, that is extremely sad. (14)",hpos+,125,14,train,cmu
"face acts:
ER: I decide to be part of the solution since then (13)
EE: Wow, that is extremely sad. (14)
EE: It is extremely unfortunate that child hunger is so prevalent in this world. (15)",hpos+,125,15,train,cmu
"face acts:
EE: Wow, that is extremely sad. (14)
EE: It is extremely unfortunate that child hunger is so prevalent in this world. (15)
ER: Save the Children organization is a blessing to the world. (16)",spos+,125,16,train,cmu
"face acts:
EE: It is extremely unfortunate that child hunger is so prevalent in this world. (15)
ER: Save the Children organization is a blessing to the world. (16)
ER: They have been helping children,finding houses and food. (17)",spos+,125,17,train,cmu
"face acts:
ER: Save the Children organization is a blessing to the world. (16)
ER: They have been helping children,finding houses and food. (17)
EE: It really sounds like a blessing! (18)",hpos+,125,18,train,cmu
"face acts:
ER: They have been helping children,finding houses and food. (17)
EE: It really sounds like a blessing! (18)
EE: What is their website? (19)",hneg-,125,19,train,cmu
"face acts:
EE: It really sounds like a blessing! (18)
EE: What is their website? (19)
EE: I'd like to learn more information. (20)",other,125,20,train,cmu
"face acts:
EE: What is their website? (19)
EE: I'd like to learn more information. (20)
ER: URL (21)",other,125,21,train,cmu
"face acts:
EE: I'd like to learn more information. (20)
ER: URL (21)
ER: Specially in countries at war children are helpless. (22)",spos+,125,22,train,cmu
"face acts:
ER: URL (21)
ER: Specially in countries at war children are helpless. (22)
EE: Great, thank you! (23)",other,125,23,train,cmu
"face acts:
ER: Specially in countries at war children are helpless. (22)
EE: Great, thank you! (23)
EE: Is there a monetary goal set for the year? (24)",hneg-,125,24,train,cmu
"face acts:
EE: Great, thank you! (23)
EE: Is there a monetary goal set for the year? (24)
ER: NO.It is not. (25)",other,125,25,train,cmu
"face acts:
EE: Is there a monetary goal set for the year? (24)
ER: NO.It is not. (25)
ER: You can donate as much as you want (26)",hneg+,125,26,train,cmu
"face acts:
ER: NO.It is not. (25)
ER: You can donate as much as you want (26)
EE: That is amazing. (27)",hpos+,125,27,train,cmu
"face acts:
ER: You can donate as much as you want (26)
EE: That is amazing. (27)
ER: How much money do you spend on candies that can be helping children in need? (28)",other,125,28,train,cmu
"face acts:
EE: That is amazing. (27)
ER: How much money do you spend on candies that can be helping children in need? (28)
EE: I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need. (29)",hpos+,125,29,train,cmu
"face acts:
ER: How much money do you spend on candies that can be helping children in need? (28)
EE: I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need. (29)
ER: Please do that. (30)",hpos+,125,30,train,cmu
"face acts:
EE: I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need. (29)
ER: Please do that. (30)
ER: Children need your help (31)",hpos+,125,31,train,cmu
"face acts:
ER: Please do that. (30)
ER: Children need your help (31)
EE: Yes, most definitely. (32)",hpos+,125,32,train,cmu
"face acts:
ER: Children need your help (31)
EE: Yes, most definitely. (32)
EE: Thanks for making me aware of this charity! (33)",hpos+,125,33,train,cmu
"face acts:
EE: Yes, most definitely. (32)
EE: Thanks for making me aware of this charity! (33)
ER: How much do you like to donate today? (34)",hneg-,125,34,train,cmu
"face acts:
EE: Thanks for making me aware of this charity! (33)
ER: How much do you like to donate today? (34)
EE: I'll look into the website and likely donate $5. (35)",hpos+,125,35,train,cmu
"face acts:
ER: hi how are you (0)",other,131,0,train,cmu
"face acts:
ER: hi how are you (0)
EE: good morning. (1)",other,131,1,train,cmu
"face acts:
ER: hi how are you (0)
EE: good morning. (1)
EE: I am well thank you and you? (2)",other,131,2,train,cmu
"face acts:
EE: good morning. (1)
EE: I am well thank you and you? (2)
ER: I'm fine, you've heard about the child support organization (3)",other,131,3,train,cmu
"face acts:
EE: I am well thank you and you? (2)
ER: I'm fine, you've heard about the child support organization (3)
EE: Is that the organization that is helping single parents obtain support from absent parents? (4)",other,131,4,train,cmu
"face acts:
ER: I'm fine, you've heard about the child support organization (3)
EE: Is that the organization that is helping single parents obtain support from absent parents? (4)
ER: not a nonprofit organization that helps kids around the world, I've gotten to save $ 100 (5)",other,131,5,train,cmu
"face acts:
EE: Is that the organization that is helping single parents obtain support from absent parents? (4)
ER: not a nonprofit organization that helps kids around the world, I've gotten to save $ 100 (5)
EE: I have not heard about it. (6)",hpos-,131,6,train,cmu
"face acts:
ER: not a nonprofit organization that helps kids around the world, I've gotten to save $ 100 (5)
EE: I have not heard about it. (6)
EE: What do you mean you have gotten to save $100, You are saying it isn't a non profit? (7)",other,131,7,train,cmu
"face acts:
EE: I have not heard about it. (6)
EE: What do you mean you have gotten to save $100, You are saying it isn't a non profit? (7)
ER: I've donated $ 100 to this organization, sorry (8)",spos+,131,8,train,cmu
"face acts:
EE: What do you mean you have gotten to save $100, You are saying it isn't a non profit? (7)
ER: I've donated $ 100 to this organization, sorry (8)
EE: I see. (9)",other,131,9,train,cmu
"face acts:
ER: I've donated $ 100 to this organization, sorry (8)
EE: I see. (9)
EE: What does the organization provide? (10)",hneg-,131,10,train,cmu
"face acts:
EE: I see. (9)
EE: What does the organization provide? (10)
EE: Is it a non profit? (11)",hneg-,131,11,train,cmu
"face acts:
EE: What does the organization provide? (10)
EE: Is it a non profit? (11)
ER: The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries. (12)",spos+,131,12,train,cmu
"face acts:
EE: Is it a non profit? (11)
ER: The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries. (12)
EE: I have heard of Save the Children Fund. (13)",hpos+,131,13,train,cmu
"face acts:
ER: The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries. (12)
EE: I have heard of Save the Children Fund. (13)
EE: I will be honest, what I had heard though wasnt positive. (14)",hpos-,131,14,train,cmu
"face acts:
EE: I have heard of Save the Children Fund. (13)
EE: I will be honest, what I had heard though wasnt positive. (14)
ER: yes it is a very positive organisation (15)",spos+,131,15,train,cmu
"face acts:
EE: I will be honest, what I had heard though wasnt positive. (14)
ER: yes it is a very positive organisation (15)
EE: I typically give to local charities that use the funds to help in the community. (16)",sneg+,131,16,train,cmu
"face acts:
ER: yes it is a very positive organisation (15)
EE: I typically give to local charities that use the funds to help in the community. (16)
EE: I then can see the money at work. (17)",sneg+,131,17,train,cmu
"face acts:
EE: I typically give to local charities that use the funds to help in the community. (16)
EE: I then can see the money at work. (17)
EE: I am not saying that world charities are not needed but I rather give to local charities. (18)",sneg+,131,18,train,cmu
"face acts:
EE: I then can see the money at work. (17)
EE: I am not saying that world charities are not needed but I rather give to local charities. (18)
ER: i am a person positive and help the children (19)",other,131,19,train,cmu
"face acts:
EE: I am not saying that world charities are not needed but I rather give to local charities. (18)
ER: i am a person positive and help the children (19)
EE: It is great to be a helpful person. (20)",other,131,20,train,cmu
"face acts:
ER: i am a person positive and help the children (19)
EE: It is great to be a helpful person. (20)
EE: We have a school here in my small town for children from broken homes. (21)",spos+,131,21,train,cmu
"face acts:
EE: It is great to be a helpful person. (20)
EE: We have a school here in my small town for children from broken homes. (21)
EE: I typically give to them. (22)",spos+,131,22,train,cmu
"face acts:
EE: We have a school here in my small town for children from broken homes. (21)
EE: I typically give to them. (22)
ER: I give a lot of money to the children in need, with pain everywhere they are (23)",other,131,23,train,cmu
"face acts:
EE: I typically give to them. (22)
ER: I give a lot of money to the children in need, with pain everywhere they are (23)
EE: The Children's Hope Alliance in our town provides housing and schooling for children. (24)",other,131,24,train,cmu
"face acts:
ER: I give a lot of money to the children in need, with pain everywhere they are (23)
EE: The Children's Hope Alliance in our town provides housing and schooling for children. (24)
EE: They are strictly non profit so we give what we can including clothes and books. (25)",other,131,25,train,cmu
"face acts:
EE: The Children's Hope Alliance in our town provides housing and schooling for children. (24)
EE: They are strictly non profit so we give what we can including clothes and books. (25)
ER: yes i give very much money (26)",other,131,26,train,cmu
"face acts:
EE: They are strictly non profit so we give what we can including clothes and books. (25)
ER: yes i give very much money (26)
EE: I know the children are very grateful! (27)",other,131,27,train,cmu
"face acts:
ER: yes i give very much money (26)
EE: I know the children are very grateful! (27)
ER: there are the future of the word (28)",other,131,28,train,cmu
"face acts:
EE: I know the children are very grateful! (27)
ER: there are the future of the word (28)
EE: this is true. (29)",other,131,29,train,cmu
"face acts:
ER: there are the future of the word (28)
EE: this is true. (29)
EE: Thank you and have a great day (30)",other,131,30,train,cmu
"face acts:
ER: Hi there! (0)",other,160,0,train,cmu
"face acts:
ER: Hi there! (0)
ER: Can I tell you all (1)",other,160,1,train,cmu
"face acts:
ER: Hi there! (0)
ER: Can I tell you all (1)
EE: Hello how are (2)",other,160,2,train,cmu
"face acts:
ER: Can I tell you all (1)
EE: Hello how are (2)
ER: sorry it cut me off... (3)",hneg+,160,3,train,cmu
"face acts:
EE: Hello how are (2)
ER: sorry it cut me off... (3)
ER: can I tell you about a charity called Save the Children? (4)",hneg-,160,4,train,cmu
"face acts:
ER: sorry it cut me off... (3)
ER: can I tell you about a charity called Save the Children? (4)
EE: Yes pleas do (5)",hpos+,160,5,train,cmu
"face acts:
ER: can I tell you about a charity called Save the Children? (4)
EE: Yes pleas do (5)
ER: They help children make sure they have access to health resources, education, and safe environments. (6)",spos+,160,6,train,cmu
"face acts:
EE: Yes pleas do (5)
ER: They help children make sure they have access to health resources, education, and safe environments. (6)
EE: Sounds like a good charity. (7)",hpos+,160,7,train,cmu
"face acts:
ER: They help children make sure they have access to health resources, education, and safe environments. (6)
EE: Sounds like a good charity. (7)
EE: What countries do they provide service to? (8)",hneg-,160,8,train,cmu
"face acts:
EE: Sounds like a good charity. (7)
EE: What countries do they provide service to? (8)
ER: mainly children in developing countries. (9)",spos+,160,9,train,cmu
"face acts:
EE: What countries do they provide service to? (8)
ER: mainly children in developing countries. (9)
ER: Did you know over 1,000 children were killed in Syria in just the first 2 months of 2018. (10)",other,160,10,train,cmu
"face acts:
ER: mainly children in developing countries. (9)
ER: Did you know over 1,000 children were killed in Syria in just the first 2 months of 2018. (10)
EE: What kind of health benefits to they provide to the children? (11)",hneg-,160,11,train,cmu
"face acts:
ER: Did you know over 1,000 children were killed in Syria in just the first 2 months of 2018. (10)
EE: What kind of health benefits to they provide to the children? (11)
ER: they provide them access to doctors and medicine that they wouldnt normally get. (12)",spos+,160,12,train,cmu
"face acts:
EE: What kind of health benefits to they provide to the children? (11)
ER: they provide them access to doctors and medicine that they wouldnt normally get. (12)
ER: Donations are their main source of income. (13)",other,160,13,train,cmu
"face acts:
ER: they provide them access to doctors and medicine that they wouldnt normally get. (12)
ER: Donations are their main source of income. (13)
EE: What is the standard monthly donation someone usually gives. (14)",other,160,14,train,cmu
"face acts:
ER: Donations are their main source of income. (13)
EE: What is the standard monthly donation someone usually gives. (14)
ER: A lot of people like to give 30/month so it's only a dollar a day. (15)",other,160,15,train,cmu
"face acts:
EE: What is the standard monthly donation someone usually gives. (14)
ER: A lot of people like to give 30/month so it's only a dollar a day. (15)
ER: however any donation helps, even just 1 dollar. (16)",hneg+,160,16,train,cmu
"face acts:
ER: A lot of people like to give 30/month so it's only a dollar a day. (15)
ER: however any donation helps, even just 1 dollar. (16)
EE: What percentage of my donation actually makes it to the children? (17)",hneg-,160,17,train,cmu
"face acts:
ER: however any donation helps, even just 1 dollar. (16)
EE: What percentage of my donation actually makes it to the children? (17)
ER: 86% goes towards the services... (18)",spos+,160,18,train,cmu
"face acts:
EE: What percentage of my donation actually makes it to the children? (17)
ER: 86% goes towards the services... (18)
ER: the rest is used mainly for fundraising efforts (19)",other,160,19,train,cmu
"face acts:
ER: 86% goes towards the services... (18)
ER: the rest is used mainly for fundraising efforts (19)
EE: Could you provide a breakdown of where that 14% goes? (20)",hneg-,160,20,train,cmu
"face acts:
ER: the rest is used mainly for fundraising efforts (19)
EE: Could you provide a breakdown of where that 14% goes? (20)
ER: 9% fundraising and 5% goes towards keeping the charity running like salaries etc (21)",other,160,21,train,cmu
"face acts:
EE: Could you provide a breakdown of where that 14% goes? (20)
ER: 9% fundraising and 5% goes towards keeping the charity running like salaries etc (21)
EE: Is save the children backed by any religious organizations? (22)",hneg-,160,22,train,cmu
"face acts:
ER: 9% fundraising and 5% goes towards keeping the charity running like salaries etc (21)
EE: Is save the children backed by any religious organizations? (22)
ER: I'm not sure about religious organizations but several large companies partner with them. (23)",spos+,160,23,train,cmu
"face acts:
EE: Is save the children backed by any religious organizations? (22)
ER: I'm not sure about religious organizations but several large companies partner with them. (23)
ER: Would you consider making a donation? (24)",hneg-,160,24,train,cmu
"face acts:
ER: I'm not sure about religious organizations but several large companies partner with them. (23)
ER: Would you consider making a donation? (24)
EE: Could you pleas give examples of the large companies? (25)",hneg-,160,25,train,cmu
"face acts:
ER: Would you consider making a donation? (24)
EE: Could you pleas give examples of the large companies? (25)
ER: Google, Disney, target and paypal (26)",other,160,26,train,cmu
"face acts:
EE: Could you pleas give examples of the large companies? (25)
ER: Google, Disney, target and paypal (26)
EE: What percentage of your total donations come from these large corporations. (27)",hneg-,160,27,train,cmu
"face acts:
ER: Google, Disney, target and paypal (26)
EE: What percentage of your total donations come from these large corporations. (27)
ER: Most come from individuals like you. (28)",hpos+,160,28,train,cmu
"face acts:
EE: What percentage of your total donations come from these large corporations. (27)
ER: Most come from individuals like you. (28)
ER: consider making a donation! (29)",hneg-,160,29,train,cmu
"face acts:
ER: Most come from individuals like you. (28)
ER: consider making a donation! (29)
EE: Yes I would (30)",hpos+,160,30,train,cmu
"face acts:
ER: Hi! (0)",other,98,0,train,cmu
"face acts:
ER: Hi! (0)
ER: How are you toad? (1)",other,98,1,train,cmu
"face acts:
ER: Hi! (0)
ER: How are you toad? (1)
EE: I'm good how about you? (2)",other,98,2,train,cmu
"face acts:
ER: How are you toad? (1)
EE: I'm good how about you? (2)
ER: I am well. (3)",other,98,3,train,cmu
"face acts:
EE: I'm good how about you? (2)
ER: I am well. (3)
ER: How is the weather by you? (4)",other,98,4,train,cmu
"face acts:
ER: I am well. (3)
ER: How is the weather by you? (4)
EE: Hot, and well, I think the sun is coming around (5)",other,98,5,train,cmu
"face acts:
ER: How is the weather by you? (4)
EE: Hot, and well, I think the sun is coming around (5)
ER: Yes, it looks like today is going to be warm here as well. (6)",other,98,6,train,cmu
"face acts:
EE: Hot, and well, I think the sun is coming around (5)
ER: Yes, it looks like today is going to be warm here as well. (6)
ER: What are your plans for today? (7)",other,98,7,train,cmu
"face acts:
ER: Yes, it looks like today is going to be warm here as well. (6)
ER: What are your plans for today? (7)
EE: Mostly working on surveys, so how do you feel about children's charities? (8)",other,98,8,train,cmu
"face acts:
ER: What are your plans for today? (7)
EE: Mostly working on surveys, so how do you feel about children's charities? (8)
ER: I was going to ask you the same. (9)",other,98,9,train,cmu
"face acts:
EE: Mostly working on surveys, so how do you feel about children's charities? (8)
ER: I was going to ask you the same. (9)
ER: Have you heard of Save th Children and the work they do? (10)",other,98,10,train,cmu
"face acts:
ER: I was going to ask you the same. (9)
ER: Have you heard of Save th Children and the work they do? (10)
EE: Yeah, I think mostly everyone has, I think charities are mostly good but I don't know that they always accomplis all they could well, with expenses and all (11)",hpos-,98,11,train,cmu
"face acts:
ER: Have you heard of Save th Children and the work they do? (10)
EE: Yeah, I think mostly everyone has, I think charities are mostly good but I don't know that they always accomplis all they could well, with expenses and all (11)
ER: Well, STC is a great one! (12)",spos+,98,12,train,cmu
"face acts:
EE: Yeah, I think mostly everyone has, I think charities are mostly good but I don't know that they always accomplis all they could well, with expenses and all (11)
ER: Well, STC is a great one! (12)
ER: They help a vast amount of kids. (13)",spos+,98,13,train,cmu
"face acts:
ER: Well, STC is a great one! (12)
ER: They help a vast amount of kids. (13)
ER: You have a chance to help today by donating even a small amount of your pay. (14)",hneg-,98,14,train,cmu
"face acts:
ER: They help a vast amount of kids. (13)
ER: You have a chance to help today by donating even a small amount of your pay. (14)
ER: As little as $0.05 would be of great help or how much ever you would like to donate from this bonus. (15)",hneg+,98,15,train,cmu
"face acts:
ER: You have a chance to help today by donating even a small amount of your pay. (14)
ER: As little as $0.05 would be of great help or how much ever you would like to donate from this bonus. (15)
ER: Are you able to lend a helping bit? (16)",hneg-,98,16,train,cmu
"face acts:
ER: As little as $0.05 would be of great help or how much ever you would like to donate from this bonus. (15)
ER: Are you able to lend a helping bit? (16)
EE: sure, I'll donate $0.05..... (17)",hpos+,98,17,train,cmu
"face acts:
ER: Are you able to lend a helping bit? (16)
EE: sure, I'll donate $0.05..... (17)
ER: I am so glas! (18)",hpos+,98,18,train,cmu
"face acts:
EE: sure, I'll donate $0.05..... (17)
ER: I am so glas! (18)
ER: Thank you. (19)",hpos+,98,19,train,cmu
"face acts:
ER: I am so glas! (18)
ER: Thank you. (19)
ER: Have you heard about the storms/flooding in Hawaii? (20)",other,98,20,train,cmu
"face acts:
ER: Thank you. (19)
ER: Have you heard about the storms/flooding in Hawaii? (20)
EE: yeah, horrible huh? (21)",other,98,21,train,cmu
"face acts:
ER: Have you heard about the storms/flooding in Hawaii? (20)
EE: yeah, horrible huh? (21)
ER: My uncle used to be located there but he's moved since (22)",other,98,22,train,cmu
"face acts:
EE: yeah, horrible huh? (21)
ER: My uncle used to be located there but he's moved since (22)
ER: Yes, very bad. (23)",hpos+,98,23,train,cmu
"face acts:
ER: My uncle used to be located there but he's moved since (22)
ER: Yes, very bad. (23)
ER: But the good news is that STC is already ready to help out! (24)",spos+,98,24,train,cmu
"face acts:
ER: Yes, very bad. (23)
ER: But the good news is that STC is already ready to help out! (24)
ER: Have you ever been on their website? (25)",other,98,25,train,cmu
"face acts:
ER: But the good news is that STC is already ready to help out! (24)
ER: Have you ever been on their website? (25)
EE: no, can't say I've been (26)",hpos-,98,26,train,cmu
"face acts:
ER: Have you ever been on their website? (25)
EE: no, can't say I've been (26)
ER: I went on and looked around. (27)",spos+,98,27,train,cmu
"face acts:
EE: no, can't say I've been (26)
ER: I went on and looked around. (27)
ER: They are helping so many that otherwise would be starving. (28)",spos+,98,28,train,cmu
"face acts:
ER: I went on and looked around. (27)
ER: They are helping so many that otherwise would be starving. (28)
ER: Do you have kids in your family/extended family? (29)",other,98,29,train,cmu
"face acts:
ER: They are helping so many that otherwise would be starving. (28)
ER: Do you have kids in your family/extended family? (29)
EE: I don't personally I have a niece, and lots of cousins (30)",other,98,30,train,cmu
"face acts:
ER: Do you have kids in your family/extended family? (29)
EE: I don't personally I have a niece, and lots of cousins (30)
ER: I have kids and a few nieces and nephews, and lots of cousins too!. (31)",other,98,31,train,cmu
"face acts:
EE: I don't personally I have a niece, and lots of cousins (30)
ER: I have kids and a few nieces and nephews, and lots of cousins too!. (31)
ER: It would really break my heart to see them suffer. (32)",other,98,32,train,cmu
"face acts:
ER: I have kids and a few nieces and nephews, and lots of cousins too!. (31)
ER: It would really break my heart to see them suffer. (32)
ER: So, I never did ask, what are your plans for the day? (33)",other,98,33,train,cmu
"face acts:
ER: It would really break my heart to see them suffer. (32)
ER: So, I never did ask, what are your plans for the day? (33)
EE: Mostly working on surveys (34)",other,98,34,train,cmu
"face acts:
ER: So, I never did ask, what are your plans for the day? (33)
EE: Mostly working on surveys (34)
ER: Oh, that is something for me too. (35)",other,98,35,train,cmu
"face acts:
EE: Mostly working on surveys (34)
ER: Oh, that is something for me too. (35)
ER: So, just to confirm, I can count on you for a donation of $0.05, right? (36)",hneg-,98,36,train,cmu
"face acts:
ER: Oh, that is something for me too. (35)
ER: So, just to confirm, I can count on you for a donation of $0.05, right? (36)
EE: yes, I can do that..... (37)",hpos+,98,37,train,cmu
"face acts:
ER: Good morning! (0)",other,291,0,train,cmu
"face acts:
ER: Good morning! (0)
ER: How are you today? (1)",other,291,1,train,cmu
"face acts:
ER: Good morning! (0)
ER: How are you today? (1)
EE: I am doing fine. (2)",other,291,2,train,cmu
"face acts:
ER: How are you today? (1)
EE: I am doing fine. (2)
EE: How about you? (3)",other,291,3,train,cmu
"face acts:
EE: I am doing fine. (2)
EE: How about you? (3)
ER: I am doing well! (4)",other,291,4,train,cmu
"face acts:
EE: How about you? (3)
ER: I am doing well! (4)
ER: What are your plans for today? (5)",other,291,5,train,cmu
"face acts:
ER: I am doing well! (4)
ER: What are your plans for today? (5)
EE: Complete surveys. (6)",other,291,6,train,cmu
"face acts:
ER: What are your plans for today? (5)
EE: Complete surveys. (6)
EE: You? (7)",other,291,7,train,cmu
"face acts:
EE: Complete surveys. (6)
EE: You? (7)
ER: Oh, the same. (8)",other,291,8,train,cmu
"face acts:
EE: You? (7)
ER: Oh, the same. (8)
ER: Maybe spend some time outside. (9)",other,291,9,train,cmu
"face acts:
ER: Oh, the same. (8)
ER: Maybe spend some time outside. (9)
ER: It looks nice. (10)",other,291,10,train,cmu
"face acts:
ER: Maybe spend some time outside. (9)
ER: It looks nice. (10)
ER: I am wondering, have you hear of the Save the Children charity? (11)",hneg-,291,11,train,cmu
"face acts:
ER: It looks nice. (10)
ER: I am wondering, have you hear of the Save the Children charity? (11)
EE: I have heard about it. (12)",hpos+,291,12,train,cmu
"face acts:
ER: I am wondering, have you hear of the Save the Children charity? (11)
EE: I have heard about it. (12)
ER: Oh that is great! (13)",hpos+,291,13,train,cmu
"face acts:
EE: I have heard about it. (12)
ER: Oh that is great! (13)
ER: I was on their website today and saw that they do a lot of great work to help kids out that are in need. (14)",spos+,291,14,train,cmu
"face acts:
ER: Oh that is great! (13)
ER: I was on their website today and saw that they do a lot of great work to help kids out that are in need. (14)
ER: They are always looking for donations. (15)",other,291,15,train,cmu
"face acts:
ER: I was on their website today and saw that they do a lot of great work to help kids out that are in need. (14)
ER: They are always looking for donations. (15)
ER: Are you willing to give even $0.10 of today's pay to help? (16)",hneg+,291,16,train,cmu
"face acts:
ER: They are always looking for donations. (15)
ER: Are you willing to give even $0.10 of today's pay to help? (16)
EE: Sure. (17)",hpos+,291,17,train,cmu
"face acts:
ER: Are you willing to give even $0.10 of today's pay to help? (16)
EE: Sure. (17)
EE: That would be fine. (18)",hpos+,291,18,train,cmu
"face acts:
EE: Sure. (17)
EE: That would be fine. (18)
ER: Can you confirm your donation in a number amount with the $ sign, just to avoid confusion? (19)",hneg-,291,19,train,cmu
"face acts:
EE: That would be fine. (18)
ER: Can you confirm your donation in a number amount with the $ sign, just to avoid confusion? (19)
EE: Is this okay? (20)",other,291,20,train,cmu
"face acts:
ER: Can you confirm your donation in a number amount with the $ sign, just to avoid confusion? (19)
EE: Is this okay? (20)
ER: Ooops, it looks like it did not show up, can you try again? (21)",hneg-,291,21,train,cmu
"face acts:
EE: Is this okay? (20)
ER: Ooops, it looks like it did not show up, can you try again? (21)
ER: Thank you! (22)",hpos+,291,22,train,cmu
"face acts:
ER: Ooops, it looks like it did not show up, can you try again? (21)
ER: Thank you! (22)
ER: It will really help the kids in need! (23)",hpos+,291,23,train,cmu
"face acts:
ER: Thank you! (22)
ER: It will really help the kids in need! (23)
EE: $0.10-Can you see this? (24)",hpos+,291,24,train,cmu
"face acts:
ER: It will really help the kids in need! (23)
EE: $0.10-Can you see this? (24)
ER: Yes! (25)",other,291,25,train,cmu
"face acts:
EE: $0.10-Can you see this? (24)
ER: Yes! (25)
ER: Yes I can! (26)",other,291,26,train,cmu
"face acts:
ER: Yes! (25)
ER: Yes I can! (26)
ER: That worked out. (27)",hpos+,291,27,train,cmu
"face acts:
ER: Yes I can! (26)
ER: That worked out. (27)
ER: Have you heard about all of the storms/flooding in Hawaii? (28)",other,291,28,train,cmu
"face acts:
ER: That worked out. (27)
ER: Have you heard about all of the storms/flooding in Hawaii? (28)
EE: Yes. (29)",other,291,29,train,cmu
"face acts:
ER: Have you heard about all of the storms/flooding in Hawaii? (28)
EE: Yes. (29)
EE: I have. (30)",other,291,30,train,cmu
"face acts:
EE: Yes. (29)
EE: I have. (30)
ER: Well, then you will be interested to know that the STC website is already pledging to help these kids out! (31)",spos+,291,31,train,cmu
"face acts:
EE: I have. (30)
ER: Well, then you will be interested to know that the STC website is already pledging to help these kids out! (31)
ER: Have you ever been on their website? (32)",other,291,32,train,cmu
"face acts:
ER: Well, then you will be interested to know that the STC website is already pledging to help these kids out! (31)
ER: Have you ever been on their website? (32)
EE: No. (33)",other,291,33,train,cmu
"face acts:
ER: Have you ever been on their website? (32)
EE: No. (33)
EE: I have not. (34)",other,291,34,train,cmu
"face acts:
EE: No. (33)
EE: I have not. (34)
ER: I went on today and really learned a lot. (35)",spos+,291,35,train,cmu
"face acts:
EE: I have not. (34)
ER: I went on today and really learned a lot. (35)
ER: Would you be surprised to find their home base is in CT? (36)",other,291,36,train,cmu
"face acts:
ER: I went on today and really learned a lot. (35)
ER: Would you be surprised to find their home base is in CT? (36)
EE: Yes. (37)",other,291,37,train,cmu
"face acts:
ER: Would you be surprised to find their home base is in CT? (36)
EE: Yes. (37)
EE: I would. (38)",other,291,38,train,cmu
"face acts:
EE: Yes. (37)
EE: I would. (38)
ER: I was as well! (39)",other,291,39,train,cmu
"face acts:
EE: I would. (38)
ER: I was as well! (39)
ER: I figured they would be in a more prominent area! (40)",other,291,40,train,cmu
"face acts:
ER: I was as well! (39)
ER: I figured they would be in a more prominent area! (40)
ER: So, just to confirm today I can count on you for $0.10? (41)",hneg-,291,41,train,cmu
"face acts:
ER: I figured they would be in a more prominent area! (40)
ER: So, just to confirm today I can count on you for $0.10? (41)
EE: That would be fine. (42)",hpos+,291,42,train,cmu
"face acts:
ER: Hi. (0)",other,155,0,train,cmu
"face acts:
ER: Hi. (0)
ER: Would you consider donating to Save the Children? (1)",hneg-,155,1,train,cmu
"face acts:
ER: Hi. (0)
ER: Would you consider donating to Save the Children? (1)
EE: I might consider (2)",other,155,2,train,cmu
